Region,Subregion,Country,State/Province,Project Name,Latitude,Longitude,Location accuracy,Project_phase,Project_scale,Technology Type,Start year,Estimated_start_year,Capacity (MW),Capacity Rating,Estimated_capacity(MWdc),Estimated land area(hectares/MW),Estimated spatial footprint(m²/MW)
Europe,Western Europe,France,Bourgogne-Franche-Comté,Devay Confidentiel solar farm,46.8057,3.5481,approximate,Active,Medium,PV,2022,2022,1.3,MWac,1.625,3.65625,40625
Europe,Western Europe,France,Nouvelle-Aquitaine,Dezen solar farm,44.6036,0.3083,approximate,Active,Medium,PV,2021,2021,2,MWac,2.5,5.625,62500
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Dhamma Energy Rooftop solar farm,44.6477,4.7825,approximate,Active,Medium,PV,2022,2022,2.7,MWac,3.375,7.59375,84375
Europe,Western Europe,France,Grand Est,Diesen 2-Site solar farm,49.157,6.6536,approximate,Active,Medium,PV,2022,2022,8.4,MWac,10.5,23.625,262500
Europe,Western Europe,France,Bourgogne-Franche-Comté,Digoin Confidentiel solar farm,46.481,3.9786,approximate,Active,Medium,PV,2012,2012,2,MWac,2.5,5.625,62500
Europe,Western Europe,France,Bourgogne-Franche-Comté,Dijon Confidentiel solar farm,47.3216,5.0415,approximate,Active,Medium,PV,2020,2020,12.8,MWac,16,36,400000
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Diou Confidentiel solar farm,46.5334,3.7466,approximate,Active,Medium,PV,2013,2013,12,MWac,15,33.75,375000
Europe,Western Europe,France,,Diémoz Confidentiel solar project,45.5888,5.094,approximate,Active,Medium,PV,0,2017,2.5,MWac,3.125,7.03125,78125
Europe,Western Europe,France,Occitanie,Doesse solar farm,42.67,2.832,approximate,Active,Medium,PV,2021,2021,2.8,MWac,3.5,7.875,87500
Europe,Western Europe,France,Bourgogne-Franche-Comté,Dolexpo solar farm,47.0921,5.4925,approximate,Active,Medium,PV,2022,2022,1.8,MWac,2.25,5.0625,56250
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Domerat solar farm,46.3601,2.5369,approximate,Active,Medium,PV,2018,2018,4,MWac,5,11.25,125000
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Donzère Confidentiel solar farm,44.4442,4.7073,approximate,Active,Medium,PV,2016,2016,3.4,MWac,4.25,9.5625,106250
Europe,Western Europe,France,Hauts-de-France,Douai Confidentiel solar farm,50.3676,3.0805,approximate,Active,Medium,PV,2012,2012,10.1,MWac,12.625,28.40625,315625
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Doyet Confidentiel solar farm,46.336,2.7976,approximate,Active,Medium,PV,2017,2017,2.7,MWac,3.375,7.59375,84375
Europe,Western Europe,France,Centre-Val de Loire,Déols Confidentiel solar farm I,46.8268,1.701,approximate,Active,Medium,PV,2021,2021,11.5,MWac,14.375,32.34375,359375
Europe,Western Europe,France,Centre-Val de Loire,Déols Confidentiel solar farm II,46.8268,1.701,approximate,Active,Medium,PV,2021,2021,12.2,MWac,15.25,34.3125,381250
Europe,Western Europe,France,Nouvelle-Aquitaine,E Plus Ingenierie solar farm,44.24,-1.1209,approximate,Active,Medium,PV,2011,2011,1.4,MWac,1.75,3.9375,43750
Europe,Western Europe,France,Auvergne-Rhône-Alpes,EA1707 solar farm,45.1444,5.1215,approximate,Active,Medium,PV,2021,2021,1.6,MWac,2,4.5,50000
Europe,Western Europe,France,Grand Est,EPV 2 solar farm,47.8776,7.3066,approximate,Active,Medium,PV,2019,2019,2.2,MWac,2.75,6.1875,68750
Europe,Western Europe,France,Grand Est,EPV 35 Retzwiller solar farm,47.6319,7.0928,approximate,Active,Medium,PV,2022,2022,3.9,MWac,4.875,10.96875,121875
Europe,Western Europe,France,Occitanie,Ecuries de Lansargues solar farm,43.6509,4.0727,approximate,Active,Medium,PV,2012,2012,1,MWac,1.25,2.8125,31250
Europe,Western Europe,France,,Ed20 solar project,43.2681,2.0361,approximate,Active,Medium,PV,0,2017,3,MWac,3.75,8.4375,93750
Europe,Western Europe,France,,Eguzon-Chantôme solar farm,46.4461,1.5603,exact,Upcoming Projects,Medium,PV,0,2021,17,MWp/dc,17,38.25,425000
Europe,Western Europe,France,Occitanie,Emmaus Cre 2 solar farm,43.4524,1.4005,approximate,Active,Medium,PV,2016,2016,1.1,MWac,1.375,3.09375,34375
Europe,Western Europe,France,Occitanie,En Sandarouy solar farm,43.5143,0.4041,approximate,Active,Medium,PV,2013,2013,7.5,MWac,9.375,21.09375,234375
Europe,Western Europe,France,Bretagne,EnergiV-PV-1-SiteProductionMorale solar farm,48.3293,-1.8353,approximate,Active,Medium,PV,2022,2022,2.1,MWac,2.625,5.90625,65625
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Energie Et Environnement solar farm,44.0294,5.9766,approximate,Active,Medium,PV,2020,2020,1.2,MWac,1.5,3.375,37500
Europe,Western Europe,France,Nouvelle-Aquitaine,Enfinity PV 11 Dirac solar farm,45.6037,0.2479,approximate,Active,Medium,PV,2016,2016,2.5,MWac,3.125,7.03125,78125
Europe,Western Europe,France,Nouvelle-Aquitaine,Enfinity PV15 solar farm,46.0287,0.1995,approximate,Active,Medium,PV,2017,2017,2.3,MWac,2.875,6.46875,71875
Europe,Western Europe,France,Nouvelle-Aquitaine,Enfinity PV8 solar farm,46.6687,0.4013,approximate,Active,Medium,PV,2017,2017,3.5,MWac,4.375,9.84375,109375
Europe,Western Europe,France,,Enr Juine Et Renarde solar project,48.4931,2.1909,approximate,Active,Medium,PV,2023,2023,4.1,MWac,5.125,11.53125,128125
Europe,Western Europe,France,,Ensuès-la-Redonne Confidentiel solar project I,43.3557,5.2036,approximate,Active,Medium,PV,2023,2023,2.6,MWac,3.25,7.3125,81250
Europe,Western Europe,France,,Ensuès-la-Redonne Confidentiel solar project II,43.3557,5.2036,approximate,Active,Medium,PV,0,2017,2.6,MWac,3.25,7.3125,81250
Europe,Western Europe,France,Nouvelle-Aquitaine,Entrepot Lidl solar farm,45.7594,0.1278,approximate,Active,Medium,PV,2010,2010,1,MWac,1.25,2.8125,31250
Europe,Western Europe,France,Hauts-de-France,Entrepot Logistique Lidl solar farm,50.1928,3.1783,approximate,Active,Medium,PV,2010,2010,1,MWac,1.25,2.8125,31250
Europe,Western Europe,France,Occitanie,Entrepots De Sauvian solar farm,43.2917,3.2548,approximate,Active,Medium,PV,2014,2014,6.5,MWac,8.125,18.28125,203125
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Epinouze Me solar farm,45.3092,4.9308,approximate,Active,Medium,PV,2017,2017,1.3,MWac,1.625,3.65625,40625
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Esparron-de-Verdon Confidentiel solar farm I,43.739,5.9738,approximate,Active,Medium,PV,2011,2011,10,MWac,12.5,28.125,312500
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Esparron-de-Verdon Confidentiel solar farm II,43.739,5.9738,approximate,Active,Medium,PV,2011,2011,6,MWac,7.5,16.875,187500
Europe,Western Europe,France,Nouvelle-Aquitaine,Espiet Confidentiel solar farm,44.7984,-0.2616,approximate,Active,Medium,PV,2021,2021,2.3,MWac,2.875,6.46875,71875
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Espinasses Confidentiel solar farm,44.4676,6.2216,approximate,Active,Medium,PV,2014,2014,4.5,MWac,5.625,12.65625,140625
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Essor solar farm,44.5779,4.4523,approximate,Active,Medium,PV,2012,2012,1.4,MWac,1.75,3.9375,43750
Europe,Western Europe,France,Occitanie,Estancarbon Confidentiel solar farm,43.1042,0.7852,approximate,Active,Medium,PV,2017,2017,1.2,MWac,1.5,3.375,37500
Europe,Western Europe,France,Nouvelle-Aquitaine,Estounac Bielh solar farm,43.8828,-1.1458,approximate,Active,Medium,PV,2014,2014,9.9,MWac,12.375,27.84375,309375
Europe,Western Europe,France,Occitanie,Estézargues Confidentiel solar farm,43.941,4.6372,approximate,Active,Medium,PV,2013,2013,11.9,MWac,14.875,33.46875,371875
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Eurocopter solar farm,43.4163,5.2146,approximate,Active,Medium,PV,2012,2012,2.2,MWac,2.75,6.1875,68750
Europe,Western Europe,France,Nouvelle-Aquitaine,Exoudun privé solar farm,46.3448,-0.0803,approximate,Active,Medium,PV,2022,2022,1.4,MWac,1.75,3.9375,43750
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Eyguières Confidentiel solar farm,43.6951,5.0297,approximate,Active,Medium,PV,2022,2022,9,MWac,11.25,25.3125,281250
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Eyragues Confidentiel solar farm,43.8412,4.8411,approximate,Active,Medium,PV,2019,2019,2.8,MWac,3.5,7.875,87500
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Eyrargues S solar farm,43.8412,4.8411,approximate,Active,Medium,PV,2018,2018,2.5,MWac,3.125,7.03125,78125
Europe,Western Europe,France,Nouvelle-Aquitaine,FI Projet 20 solar farm,45.8822,-0.8986,approximate,Active,Medium,PV,2017,2017,2.7,MWac,3.375,7.59375,84375
Europe,Western Europe,France,Nouvelle-Aquitaine,FI Projet 30 solar farm,45.6646,0.2003,approximate,Active,Medium,PV,2021,2021,4.4,MWac,5.5,12.375,137500
Europe,Western Europe,France,Occitanie,FI Projet 32 solar farm,43.8374,4.3601,approximate,Active,Medium,PV,2021,2021,2.6,MWac,3.25,7.3125,81250
Europe,Western Europe,France,Occitanie,Fabrègues Confidentiel solar farm,43.5507,3.7776,approximate,Active,Medium,PV,2010,2010,1.2,MWac,1.5,3.375,37500
Europe,Western Europe,France,Occitanie,Fanjeaux Confidentiel solar farm,43.185,2.0344,approximate,Active,Medium,PV,2021,2021,13.4,MWac,16.75,37.6875,418750
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Faverges-Seythenex Confidentiel solar farm,45.7343,6.3038,approximate,Active,Medium,PV,2021,2021,1.7,MWac,2.125,4.78125,53125
Europe,Western Europe,France,Grand Est,Feldkirch Confidentiel solar farm,47.8648,7.2731,approximate,Active,Medium,PV,2020,2020,4.6,MWac,5.75,12.9375,143750
Europe,Western Europe,France,Occitanie,Fendeille Confidentiel solar farm,43.2695,1.9436,approximate,Active,Medium,PV,2021,2021,4.3,MWac,5.375,12.09375,134375
Europe,Western Europe,France,Occitanie,Fendeille solar farm,43.2695,1.9436,approximate,Active,Medium,PV,2021,2021,3.7,MWac,4.625,10.40625,115625
Europe,Western Europe,France,Occitanie,Fenouillet Confidentiel solar farm,43.679,1.3915,approximate,Active,Medium,PV,2014,2014,4.2,MWac,5.25,11.8125,131250
Europe,Western Europe,France,Occitanie,Ferrals-les-Corbières Confidentiel solar farm,43.1475,2.7264,approximate,Active,Medium,PV,2021,2021,2.5,MWac,3.125,7.03125,78125
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Ferrassieres 1 solar farm,44.1353,5.4779,approximate,Active,Medium,PV,2010,2010,1.7,MWac,2.125,4.78125,53125
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Ferrassieres 2 solar farm,44.1353,5.4779,approximate,Active,Medium,PV,2010,2010,1.4,MWac,1.75,3.9375,43750
Europe,Western Europe,France,Pays de la Loire,Fillé Confidentiel solar farm,47.8982,0.1268,approximate,Active,Medium,PV,2014,2014,4.5,MWac,5.625,12.65625,140625
Europe,Western Europe,France,Grand Est,Filstroff Confidentiel solar farm,49.3238,6.5414,approximate,Active,Medium,PV,2011,2011,1.7,MWac,2.125,4.78125,53125
Europe,Western Europe,France,,Flayat solar project,45.7768,2.3824,approximate,Active,Medium,PV,0,2017,4.4,MWac,5.5,12.375,137500
Europe,Western Europe,France,,Flayat solar project,45.7768,2.3824,approximate,Active,Medium,PV,0,2017,4.4,MWac,5.5,12.375,137500
Europe,Western Europe,France,Île-de-France,Fleury-Mérogis Confidentiel solar farm,48.63,2.3609,approximate,Active,Medium,PV,2020,2020,7.6,MWac,9.5,21.375,237500
Europe,Western Europe,France,Île-de-France,Flins PV solar farm,48.9591,1.8554,approximate,Active,Medium,PV,2011,2011,9,MWac,11.25,25.3125,281250
Europe,Western Europe,France,Grand Est,Flowtec solar farm,47.8087,7.1788,approximate,Active,Medium,PV,2021,2021,1,MWac,1.25,2.8125,31250
Europe,Western Europe,France,Nouvelle-Aquitaine,Fontenet Confidentiel solar farm I,45.9123,-0.4531,approximate,Active,Medium,PV,2018,2018,2.1,MWac,2.625,5.90625,65625
Europe,Western Europe,France,,Fontenet Iel Exploitation 36 solar project,45.9123,-0.4531,approximate,Active,Medium,PV,2019,2019,2.3,MWac,2.875,6.46875,71875
Europe,Western Europe,France,,Fontenet Iel Exploitation 36 solar project,45.9123,-0.4531,approximate,Active,Medium,PV,2019,2019,3.5,MWac,4.375,9.84375,109375
Europe,Western Europe,France,,Fontenet solar farm,45.8998,-0.4607,exact,Active,Medium,PV,2014,2014,12,MWp/dc,12,27,300000
Europe,Western Europe,France,,Fontenet solar farm,45.899,-0.4568,exact,Active,Medium,PV,2022,2022,14,MWp/dc,14,31.5,350000
Europe,Western Europe,France,Occitanie,Fontenilles Confidentiel solar farm,43.5527,1.1911,approximate,Active,Medium,PV,2014,2014,5,MWac,6.25,14.0625,156250
Europe,Western Europe,France,Grand Est,Forbach Confidentiel solar farm,49.1835,6.8746,approximate,Active,Medium,PV,2020,2020,14,MWac,17.5,39.375,437500
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Fos-sur-Mer Confidentiel solar farm I,43.4381,4.9456,approximate,Active,Medium,PV,2017,2017,1.4,MWac,1.75,3.9375,43750
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Fos-sur-Mer Confidentiel solar farm II,43.4381,4.9456,approximate,Active,Medium,PV,2017,2017,10,MWac,12.5,28.125,312500
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Fos-sur-Mer Confidentiel solar farm III,43.4381,4.9456,approximate,Active,Medium,PV,2021,2021,2.5,MWac,3.125,7.03125,78125
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Fos-sur-Mer Confidentiel solar farm IV,43.4381,4.9456,approximate,Active,Medium,PV,2022,2022,4.5,MWac,5.625,12.65625,140625
Europe,Western Europe,France,Pays de la Loire,Fougerolles-du-Plessis Confidentiel solar farm,48.4737,-0.9727,approximate,Active,Medium,PV,2010,2010,2.7,MWac,3.375,7.59375,84375
Europe,Western Europe,France,Bretagne,Fougères Confidentiel solar farm,48.3503,-1.1959,approximate,Active,Medium,PV,2011,2011,1.1,MWac,1.375,3.09375,34375
Europe,Western Europe,France,Pays de la Loire,Foussais-Payré Confidentiel solar farm,46.531,-0.6841,approximate,Active,Medium,PV,2014,2014,1.6,MWac,2,4.5,50000
Europe,Western Europe,France,Bourgogne-Franche-Comté,Fragnes la Loyere solar farm,46.8406,4.8334,approximate,Active,Medium,PV,2021,2021,3.7,MWac,4.625,10.40625,115625
Europe,Western Europe,France,,Fragnes-La Loyère Confidentiel solar project,46.8406,4.8334,approximate,Active,Medium,PV,0,2017,1.8,MWac,2.25,5.0625,56250
Europe,Western Europe,France,Occitanie,Frontignan Confidentiel solar farm,43.4488,3.7531,approximate,Active,Medium,PV,2011,2011,2.3,MWac,2.875,6.46875,71875
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Fréjus Confidentiel solar farm,43.433,6.736,approximate,Active,Medium,PV,2011,2011,1.2,MWac,1.5,3.375,37500
Europe,Western Europe,France,Bourgogne-Franche-Comté,Futures Energies Drambon-Pontailler solar farm,47.3368,5.3602,approximate,Active,Medium,PV,2018,2018,10,MWac,12.5,28.125,312500
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Fuveau Confidentiel solar farm,43.4539,5.5609,approximate,Active,Medium,PV,2016,2016,1.1,MWac,1.375,3.09375,34375
Europe,Western Europe,France,Nouvelle-Aquitaine,Féniers Confidentiel solar farm,45.7507,2.1267,approximate,Active,Medium,PV,2014,2014,3.5,MWac,4.375,9.84375,109375
Europe,Western Europe,France,Nouvelle-Aquitaine,GDF Suez Auros solar farm,44.4949,-0.1464,approximate,Active,Medium,PV,2019,2019,4.9,MWac,6.125,13.78125,153125
Europe,Western Europe,France,Nouvelle-Aquitaine,GDSOL 56 solar farm,45.6646,0.2003,approximate,Active,Medium,PV,2019,2019,1.3,MWac,1.625,3.65625,40625
Europe,Western Europe,France,Occitanie,GFA De Trotoco solar farm,44.2687,1.5426,approximate,Active,Medium,PV,2021,2021,1.1,MWac,1.375,3.09375,34375
Europe,Western Europe,France,Nouvelle-Aquitaine,GH-03-Compost solar farm,44.3181,-0.8786,approximate,Active,Medium,PV,2022,2022,3.7,MWac,4.625,10.40625,115625
Europe,Western Europe,France,Nouvelle-Aquitaine,GH-08-Dauvergne solar farm,44.3181,-0.8786,approximate,Active,Medium,PV,2022,2022,1,MWac,1.25,2.8125,31250
Europe,Western Europe,France,Occitanie,GH-10-ALES(SES-30-BOU-P3) solar farm,44.1254,4.0853,approximate,Active,Medium,PV,2020,2020,1.6,MWac,2,4.5,50000
Europe,Western Europe,France,Grand Est,GOLBEY solar farm,48.1956,6.4365,approximate,Active,Medium,PV,2022,2022,4.2,MWac,5.25,11.8125,131250
Europe,Western Europe,France,Auvergne-Rhône-Alpes,GPA solar farm,44.7727,4.8455,approximate,Active,Medium,PV,2022,2022,7.9,MWac,9.875,22.21875,246875
Europe,Western Europe,France,Occitanie,GSG-682 Inp Purpan solar farm,43.4983,1.3115,approximate,Active,Medium,PV,2021,2021,5,MWac,6.25,14.0625,156250
Europe,Western Europe,France,Nouvelle-Aquitaine,GSG-866A solar farm,43.9334,-0.9441,approximate,Active,Medium,PV,2020,2020,2.1,MWac,2.625,5.90625,65625
Europe,Western Europe,France,Nouvelle-Aquitaine,GSG-866B solar farm,43.9334,-0.9441,approximate,Active,Medium,PV,2020,2020,2.1,MWac,2.625,5.90625,65625
Europe,Western Europe,France,Nouvelle-Aquitaine,GSG-866C solar farm,43.9334,-0.9441,approximate,Active,Medium,PV,2020,2020,2.1,MWac,2.625,5.90625,65625
Europe,Western Europe,France,Nouvelle-Aquitaine,Gabardan solar farm,44.109,-0.1032,approximate,Active,Medium,PV,2010,2010,10,MWac,12.5,28.125,312500
Europe,Western Europe,France,Nouvelle-Aquitaine,Gabardan solar farm,44.109,-0.1032,approximate,Active,Medium,PV,2010,2010,2,MWac,2.5,5.625,62500
Europe,Western Europe,France,Nouvelle-Aquitaine,Gabardan solar farm,44.109,-0.1032,approximate,Active,Medium,PV,2010,2010,10,MWac,12.5,28.125,312500
Europe,Western Europe,France,Nouvelle-Aquitaine,Gabardan solar farm,44.109,-0.1032,approximate,Active,Medium,PV,2010,2010,10,MWac,12.5,28.125,312500
Europe,Western Europe,France,Nouvelle-Aquitaine,Gabardan solar farm,44.109,-0.1032,approximate,Active,Medium,PV,2010,2010,10,MWac,12.5,28.125,312500
Europe,Western Europe,France,Nouvelle-Aquitaine,Gabardan solar farm,44.109,-0.1032,approximate,Active,Medium,PV,2011,2011,5.5,MWac,6.875,15.46875,171875
Europe,Western Europe,France,Nouvelle-Aquitaine,Gabardan solar farm,44.109,-0.1032,approximate,Active,Medium,PV,2011,2011,2.4,MWac,3,6.75,75000
Europe,Western Europe,France,Occitanie,Gaillac Confidentiel solar farm I,43.9017,1.8968,approximate,Active,Medium,PV,2012,2012,1.2,MWac,1.5,3.375,37500
Europe,Western Europe,France,Occitanie,Gaillac Confidentiel solar farm II,43.9017,1.8968,approximate,Active,Medium,PV,2018,2018,7,MWac,8.75,19.6875,218750
Europe,Western Europe,France,,Gallargues-le-Montueux Confidentiel solar project,43.7221,4.1744,approximate,Active,Medium,PV,0,2017,8.5,MWac,10.625,23.90625,265625
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Gap Confidentiel solar farm,44.5612,6.0821,approximate,Active,Medium,PV,2014,2014,1.8,MWac,2.25,5.0625,56250
Europe,Western Europe,France,Nouvelle-Aquitaine,Garein Confidentiel solar farm I,44.0456,-0.651,approximate,Active,Medium,PV,2013,2013,5.5,MWac,6.875,15.46875,171875
Europe,Western Europe,France,Nouvelle-Aquitaine,Garein Confidentiel solar farm II,44.0456,-0.651,approximate,Active,Medium,PV,2014,2014,8.2,MWac,10.25,23.0625,256250
Europe,Western Europe,France,,Garein Confidentiel solar project I,44.0456,-0.651,approximate,Active,Medium,PV,2022,2022,10.5,MWac,13.125,29.53125,328125
Europe,Western Europe,France,Occitanie,Garons Confidentiel solar farm,43.7695,4.4268,approximate,Active,Medium,PV,2011,2011,1.3,MWac,1.625,3.65625,40625
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Gassin Confidentiel solar farm,43.2292,6.5855,approximate,Active,Medium,PV,2019,2019,1.2,MWac,1.5,3.375,37500
Europe,Western Europe,France,Occitanie,Gaujac Confidentiel solar farm,44.079,4.5782,approximate,Active,Medium,PV,2019,2019,2.5,MWac,3.125,7.03125,78125
Europe,Western Europe,France,Bretagne,Gaël Confidentiel solar farm,48.1321,-2.2229,approximate,Active,Medium,PV,2022,2022,3.3,MWac,4.125,9.28125,103125
Europe,Western Europe,France,,Gcawallonlemeux2 solar project,49.3669,2.7439,approximate,Active,Medium,PV,0,2017,7.5,MWac,9.375,21.09375,234375
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Gefco Blyes Parking 1 solar farm,45.8469,5.2487,approximate,Active,Medium,PV,2021,2021,9,MWac,11.25,25.3125,281250
Europe,Western Europe,France,,Gefco Marckolheim 1 solar project,48.1654,7.5444,approximate,Active,Medium,PV,0,2017,7.5,MWac,9.375,21.09375,234375
Europe,Western Europe,France,Nouvelle-Aquitaine,Gelize 4 solar farm,46.1164,-0.9343,approximate,Active,Medium,PV,2021,2021,1.9,MWac,2.375,5.34375,59375
Europe,Western Europe,France,Nouvelle-Aquitaine,Geloux Solarphoton solar farm,43.981,-0.6386,approximate,Active,Medium,PV,2014,2014,7.2,MWp/dc,7.2,16.2,180000
Europe,Western Europe,France,Nouvelle-Aquitaine,Geloux Solarphoton solar farm,43.981,-0.6386,approximate,Upcoming Projects,Medium,PV,0,2022,14.4,MWp/dc,14.4,32.4,360000
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Gennetines solar farm,46.6365,3.4081,approximate,Active,Medium,PV,2014,2014,12,MWac,15,33.75,375000
Europe,Western Europe,France,,Gievres solar project,47.2757,1.6679,approximate,Active,Medium,PV,2023,2023,6,MWac,7.5,16.875,187500
Europe,Western Europe,France,Nouvelle-Aquitaine,Gifi La Boulbene solar farm,44.4057,0.7046,approximate,Active,Medium,PV,2012,2012,1.4,MWac,1.75,3.9375,43750
Europe,Western Europe,France,Provence-Alpes-Côte d'Azur,Ginasservis Confidentiel solar farm,43.6709,5.8485,approximate,Active,Medium,PV,2014,2014,9.5,MWac,11.875,26.71875,296875
Europe,Western Europe,France,Occitanie,Ginestas Confidentiel solar farm,43.2676,2.8722,approximate,Active,Medium,PV,2021,2021,6.3,MWac,7.875,17.71875,196875
Europe,Western Europe,France,,Giraud03 (Tsao4.12 P102) solar project,47.1428,-1.6918,approximate,Active,Medium,PV,0,2016,4.2,MWac,5.25,11.8125,131250
Europe,Western Europe,France,,Giroussens Confidentiel solar project,43.7626,1.7749,approximate,Active,Medium,PV,0,2017,6.6,MWac,8.25,18.5625,206250
Europe,Western Europe,France,Pays de la Loire,Givrand Confidentiel solar farm,46.6722,-1.8836,approximate,Active,Medium,PV,2017,2017,5,MWac,6.25,14.0625,156250
Europe,Western Europe,France,,Gièvres solar farm,47.2763,1.7,exact,Upcoming Projects,Medium,PV,0,2021,18,MWp/dc,18,40.5,450000
Europe,Western Europe,France,Centre-Val de Loire,Gournay Confidentiel solar farm,46.5832,1.7311,approximate,Active,Medium,PV,2021,2021,4,MWac,5,11.25,125000
Europe,Western Europe,France,,Gouts Confidentiel solar project,43.789,-0.8005,approximate,Active,Medium,PV,0,2017,8.2,MWac,10.25,23.0625,256250
Europe,Western Europe,France,Occitanie,Gramat Confidentiel solar farm,44.779,1.7234,approximate,Active,Medium,PV,2019,2019,4,MWac,5,11.25,125000
Europe,Western Europe,France,Pays de la Loire,Grand'Landes Confidentiel solar farm I,46.8217,-1.6489,approximate,Active,Medium,PV,2020,2020,4.4,MWac,5.5,12.375,137500
Europe,Western Europe,France,Pays de la Loire,Grand'Landes Confidentiel solar farm II,46.8217,-1.6489,approximate,Active,Medium,PV,2020,2020,4.4,MWac,5.5,12.375,137500
Europe,Western Europe,France,Pays de la Loire,Grandchamp Confidentiel solar farm,48.3031,0.1823,approximate,Active,Medium,PV,2021,2021,1.5,MWac,1.875,4.21875,46875
Europe,Western Europe,France,Centre-Val de Loire,Grandes Jonchéres solar farm,47.2218,2.0691,approximate,Active,Medium,PV,2021,2021,3,MWac,3.75,8.4375,93750
Europe,Western Europe,France,Île-de-France,Grandpuits-Bailly-Carrois Centrale Solaire TQ 1 solar farm,48.5799,2.9767,approximate,Active,Medium,PV,2022,2022,10.5,MWac,13.125,29.53125,328125
Europe,Western Europe,France,Île-de-France,Grandpuits-Bailly-Carrois Centrale Solaire TQ 1 solar farm,48.5799,2.9767,approximate,Active,Medium,PV,2022,2022,10,MWac,12.5,28.125,312500
Europe,Western Europe,France,,Grange du Causse solar farm,43.5971,3.2564,approximate,Active,Medium,PV,0,2017,12,MWp/dc,12,27,300000
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Granges-les-Beaumont Confidentiel solar farm,45.0495,4.9842,approximate,Active,Medium,PV,2019,2019,4,MWac,5,11.25,125000
Europe,Western Europe,France,Occitanie,Gratens Confidentiel solar farm,43.3219,1.1143,approximate,Active,Medium,PV,2012,2012,1.2,MWac,1.5,3.375,37500
Europe,Western Europe,France,Occitanie,Graulhet Confidentiel solar farm I,43.7578,1.9972,approximate,Active,Medium,PV,2013,2013,6.2,MWac,7.75,17.4375,193750
Europe,Western Europe,France,Occitanie,Graulhet Confidentiel solar farm II,43.7578,1.9972,approximate,Active,Medium,PV,2016,2016,1,MWac,1.25,2.8125,31250
Europe,Western Europe,France,Pays de la Loire,Greenergie 1 solar farm,46.9701,-1.4305,approximate,Active,Medium,PV,2014,2014,1.3,MWac,1.625,3.65625,40625
Europe,Western Europe,France,Occitanie,Grenade Confidentiel solar farm I,43.7723,1.2932,approximate,Active,Medium,PV,2020,2020,4,MWac,5,11.25,125000
Europe,Western Europe,France,Occitanie,Grenade Confidentiel solar farm II,43.7723,1.2932,approximate,Active,Medium,PV,2021,2021,14,MWac,17.5,39.375,437500
Europe,Western Europe,France,Occitanie,Grenade Confidentiel solar farm III,43.7723,1.2932,approximate,Active,Medium,PV,2021,2021,14,MWac,17.5,39.375,437500
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Grenoble Confidentiel solar farm,45.1876,5.7358,approximate,Active,Medium,PV,2016,2016,1.4,MWac,1.75,3.9375,43750
Europe,Western Europe,France,Occitanie,Grian Sarl solar farm,43.0777,1.8373,approximate,Active,Medium,PV,2014,2014,2,MWac,2.5,5.625,62500
Europe,Western Europe,France,,Gron Confidentiel solar project,48.157,3.2622,approximate,Active,Medium,PV,2023,2023,14.2,MWac,17.75,39.9375,443750
Europe,Western Europe,France,Nouvelle-Aquitaine,Gros-Chastang Confidentiel solar farm,45.2102,1.9884,approximate,Active,Medium,PV,2015,2015,10.8,MWac,13.5,30.375,337500
Europe,Western Europe,France,Auvergne-Rhône-Alpes,Groupama Stadium solar farm,45.7736,4.9633,approximate,Active,Medium,PV,2022,2022,6.6,MWac,8.25,18.5625,206250
Europe,Western Europe,France,,Gueltas Confidentiel solar project,48.0941,-2.7957,approximate,Active,Medium,PV,2023,2023,10.4,MWac,13,29.25,325000
